Archetype,Recency,Frequency,Average_Order_Value,Average_Session_Duration,Cart_Abandonment_Rate,Product_Views_per_Session,Last_Used_Platform,Total_Spend_Last_Year,Customer_Support_Interactions_Score
Loyal Low-Spenders,24,19,26.3,8975,0.0413,6,Tablet,483.48,4.75
At-Risk,254,0,44.91,5799,0.6197,0,Tablet,0,3.05
Window Shoppers,80,0,0,34756,0.9335,26,Web,0,3.4
Champions,9,21,216.93,8174,0,2,Tablet,4575.26,
Window Shoppers,104,0,0,37411,0.8827,26,Tablet,0,4.41
At-Risk,265,3,59.41,3846,0.4438,3,Mobile App,180.98,2.71
Loyal Low-Spenders,21,13,25.32,9791,0.0002,3,Web,361.48,4.55
Loyal Low-Spenders,20,21,34.64,8966,0.028,7,Mobile App,735.83,3.36
Window Shoppers,72,0,0,38122,0.9857,18,Web,0,7.75
Loyal Low-Spenders,20,17,29.32,8602,0.0103,4,Mobile App,529.88,5.29
Window Shoppers,99,0,0,38989,0.9557,21,Mobile App,0,3.77
Window Shoppers,93,0,0,35683,0.9578,19,Mobile App,0,4.39
Potential High-Value,61,1,318.59,19479,0.3549,11,Mobile App,335.39,2.78
Champions,9,21,210.86,7382,,2,Web,5020.07,3.49
Loyal Low-Spenders,20,21,30.04,8465,0.005,2,Tablet,701.03,3.54
Loyal Low-Spenders,16,17,30.33,,0.0165,1,Web,505.14,5.7
At-Risk,272,0,36.22,4603,,2,Web,0,3.76
Loyal Low-Spenders,23,11,32,9507,0.0102,3,Web,328.19,6.47
Window Shoppers,85,0,0,38652,0.9772,24,Mobile App,0,3.77
At-Risk,225,2,49.33,4323,0.5681,1,Mobile App,88.35,4.64
Potential High-Value,57,7,275.14,22942,0.3266,9,Mobile App,1844.65,3.11
Window Shoppers,70,0,0,38033,0.8686,21,Web,0,3.05
Loyal Low-Spenders,18,22,28.78,10186,0.0151,5,Tablet,698.5,7.32
Loyal Low-Spenders,14,10,30.07,9542,0.0159,1,Mobile App,293.17,5.6
Champions,8,23,210.35,8650,0.0385,1,Web,5391.92,3.48
Loyal Low-Spenders,13,19,28.48,8531,0.0036,4,Tablet,506.41,5.44
Champions,8,27,204.01,7390,0.0045,1,Web,6038.12,6.83
Window Shoppers,80,0,0,36626,0.9379,21,Web,0,4.22
Loyal Low-Spenders,15,11,27.27,10129,0.0025,4,Web,287.9,5.78
Window Shoppers,77,0,0,,0.9248,22,Web,0,10
Window Shoppers,60,0,0,34807,0.9476,33,Web,0,5.15
Potential High-Value,59,4,299.11,18651,0.4136,15,Web,1291.62,3.83
Window Shoppers,120,0,0,,0.9811,19,Mobile App,0,6.29
Loyal Low-Spenders,18,21,30.82,10326,0.0482,5,Mobile App,612.73,7.12
Window Shoppers,95,0,0,36607,,13,Tablet,0,7.2
Potential High-Value,67,1,311.49,22943,0.5077,14,Web,377.5,5.47
At-Risk,300,1,52.31,3081,0.4395,0,Web,51.33,4.5
Potential High-Value,49,1,306.85,25827,0.2955,17,Tablet,375.44,4.04
Window Shoppers,72,1,9.71,38416,0.9806,34,Tablet,8.27,4.14
Potential High-Value,48,2,317.13,20882,0.3509,14,Mobile App,567.45,5.19
Window Shoppers,60,0,0,32522,0.9795,14,Mobile App,0,3.71
Potential High-Value,59,3,260.81,26671,0.3349,12,Web,817.16,3.93
Potential High-Value,65,1,337.5,23714,0.4764,18,Mobile App,366.16,5.66
At-Risk,283,3,49.55,5501,0.521,2,Mobile App,154.41,5.86
Window Shoppers,87,0,0,35965,0.9812,27,Mobile App,0,4.28
Potential High-Value,61,3,276.65,21152,0.2575,18,Web,841.52,7.93
At-Risk,242,0,43.87,3733,,1,Web,0,4.81
At-Risk,247,0,48.95,4164,,2,Web,0,5.63
Champions,7,18,222.47,7092,0.0007,3,Mobile App,4567.17,7.29
Potential High-Value,61,3,329.58,24484,0.4807,18,Web,970.39,5.15
Window Shoppers,91,1,8.04,34813,0.9176,22,Web,7.17,6.51
Champions,10,26,203.36,6056,0.0013,1,Mobile App,5703.66,5.1
Window Shoppers,52,0,0,41164,0.9851,29,Web,0,6.45
Window Shoppers,69,0,0,36835,0.9362,18,Tablet,0,8.06
Window Shoppers,82,0,0,35933,0.9451,26,Mobile App,0,6.07
Loyal Low-Spenders,19,18,30.62,10293,0.0309,7,Mobile App,576.12,6.98
Window Shoppers,75,0,0,37204,0.9178,29,Web,0,5.12
Loyal Low-Spenders,18,11,28.77,8961,0.0012,5,Web,319.07,5.36
At-Risk,270,1,59,5195,0.5801,0,Mobile App,66.55,5.08
Window Shoppers,64,0,0,36002,0.9698,27,Web,0,3.77
Potential High-Value,52,3,283.32,25116,0.2558,17,Mobile App,811.03,5.02
Loyal Low-Spenders,22,20,34.17,8407,0.0133,3,Mobile App,703.65,4.23
Loyal Low-Spenders,20,14,32.78,5624,0.0077,1,Web,439.28,4.83
At-Risk,281,0,56.46,3261,0.4834,1,Web,0,5.74
Window Shoppers,101,0,0,32697,0.9295,24,Web,0,4.11
Window Shoppers,87,0,0,32919,0.948,30,Mobile App,0,3.61
Window Shoppers,117,0,0,38490,0.9723,20,Tablet,0,3.26
Loyal Low-Spenders,17,15,25.94,7538,0.0106,5,Web,384.19,7.91
Champions,7,29,223.51,7743,0.0103,3,Mobile App,6399.81,2.43
Loyal Low-Spenders,19,16,24.98,8421,0.0075,1,Web,434.73,2.95
Loyal Low-Spenders,22,18,29.32,8058,0.0408,8,Web,512.39,2.13
Champions,8,24,206.57,7227,0.0065,8,Mobile App,4992.93,4.43
Potential High-Value,55,2,316.83,24156,0.2851,13,Mobile App,658.28,7.16
Window Shoppers,54,0,0,33921,0.9645,21,Web,0,6.57
Loyal Low-Spenders,17,24,34.98,7908,0.0313,2,Web,787.38,1.9
Window Shoppers,83,0,0,36025,0.9232,30,Mobile App,0,3.42
Champions,8,36,207.19,6739,0.0024,5,Web,7830.62,5.46
Potential High-Value,53,8,334.65,20007,0.4118,18,Web,2534.22,4.8
Potential High-Value,62,1,306.94,23947,0.4525,14,Mobile App,373.5,1.68
Potential High-Value,64,2,254.26,25277,0.3821,12,Mobile App,654.64,
Loyal Low-Spenders,24,21,34.43,7956,0.0077,3,Mobile App,673.1,8.42
Champions,10,23,236.48,7094,0.0017,2,Mobile App,5016.83,4.53
Champions,8,23,205.44,7021,0.0031,2,Tablet,5714.83,2.39
Window Shoppers,86,0,0,40280,0.9637,23,Tablet,0,1.43
Window Shoppers,82,0,0,35812,,28,Mobile App,0,7.14
Loyal Low-Spenders,19,12,28.56,6060,0.0134,5,Web,347.49,5.84
Loyal Low-Spenders,24,15,39.39,7544,0.0033,3,Mobile App,559.25,4.01
Loyal Low-Spenders,19,17,33.12,6896,0.0723,2,Web,528.84,4.63
Window Shoppers,106,0,0,33044,0.9373,26,Mobile App,0,3.72
Window Shoppers,82,0,0,36091,0.9471,29,Mobile App,0,6.21
Loyal Low-Spenders,16,21,30.25,8676,0.0193,1,Mobile App,646.17,6.08
Champions,6,21,183.13,7964,0.0081,2,Web,3483.47,5.57
Loyal Low-Spenders,23,21,28.21,9406,0.0254,6,Web,533.09,6.61
Potential High-Value,48,2,239.39,19589,0.2147,14,Web,463.5,6.51
Loyal Low-Spenders,16,12,26.93,6931,0.0226,1,Web,303.18,6.64
Window Shoppers,76,0,0,33680,0.92,22,Mobile App,0,8.43
Window Shoppers,94,0,0,33155,0.9562,22,Web,0,7.24
Loyal Low-Spenders,19,16,29.13,8276,0.0243,2,Web,452.24,1.93
Loyal Low-Spenders,21,18,25.48,9002,0.0133,1,Mobile App,476.2,2.29
At-Risk,281,0,55.07,2770,0.4582,0,Web,0,3.05
At-Risk,238,2,42.97,5230,0.4066,0,Mobile App,84.73,7.73
Window Shoppers,91,0,0,34773,0.8845,25,Tablet,0,4.68
Window Shoppers,92,0,0,35874,0.9482,26,Tablet,0,2.39
Potential High-Value,57,2,278.66,22623,0.2428,14,Mobile App,642.99,4.31
Window Shoppers,90,0,0,36860,0.9172,27,Mobile App,0,2.47
Champions,8,24,224.89,6819,0.0073,4,Web,5342.04,4.96
Loyal Low-Spenders,16,15,31.65,9076,0.0022,4,Mobile App,481.45,3.37
Potential High-Value,69,1,279.88,25673,0.3102,14,Web,255.68,2.48
Window Shoppers,75,0,0,34290,0.9336,20,Mobile App,0,3.72
Champions,7,28,204.4,6023,0.0088,3,Mobile App,6363.14,3.02
Window Shoppers,86,0,0,35296,0.9578,26,Web,0,5.32
At-Risk,241,1,44.34,3032,0.5067,2,Mobile App,58.07,4.35
Loyal Low-Spenders,15,18,27.49,8130,0.0022,3,Web,533.92,4.06
Window Shoppers,81,0,0,39546,0.9138,15,Mobile App,0,7.59
At-Risk,286,1,49.02,5011,0.4994,1,Tablet,57.04,1.87
At-Risk,254,0,60.54,4324,0.6265,2,Web,0,3.31
Loyal Low-Spenders,18,19,37.58,5629,0.0097,3,Mobile App,621.35,2.63
Loyal Low-Spenders,18,18,30.56,9729,0.0275,3,Mobile App,532.24,4.7
Window Shoppers,83,0,0,39629,0.9199,20,Mobile App,0,6.69
Loyal Low-Spenders,21,27,32.47,6681,0.0024,4,Mobile App,936.23,6.59
Potential High-Value,55,1,281.08,,0.5844,13,Mobile App,269.5,2.31
At-Risk,303,2,54.18,3566,0.5263,3,Web,100.58,5.48
Window Shoppers,57,0,0,39135,0.864,30,Mobile App,0,5.18
Loyal Low-Spenders,21,15,32.62,9275,0.0238,3,Web,499.99,5.52
Window Shoppers,92,0,0,37234,0.9489,25,Tablet,0,6.71
Potential High-Value,61,2,333.5,22962,0.2511,9,Web,670.33,3.55
Window Shoppers,75,0,0,33863,0.9446,30,Tablet,0,2.71
Champions,10,35,234.86,8286,0.002,1,Tablet,8657.84,5.71
Window Shoppers,86,0,0,34897,0.9493,27,Web,0,8.63
Window Shoppers,63,0,0,35212,0.9429,26,Mobile App,0,6.79
Loyal Low-Spenders,20,17,24.29,5721,0.0059,4,Web,448.14,3.83
Potential High-Value,71,4,313.63,27608,0.3417,18,Web,1425.8,9.41
Window Shoppers,80,0,0,31787,0.973,27,Mobile App,0,5.52
Potential High-Value,67,2,290.48,22232,0.5276,18,Tablet,520.07,3.7
Window Shoppers,69,0,0,36674,0.967,30,Web,0,4.97
Window Shoppers,72,0,0,37440,0.922,22,Web,0,6.7
Window Shoppers,84,0,0,34920,0.8789,28,Web,0,6.01
Loyal Low-Spenders,18,25,33.47,9744,0.0241,5,Tablet,962.26,7.64
Window Shoppers,78,0,0,34627,0.9615,31,Mobile App,0,10
At-Risk,303,0,44.47,5218,0.6573,1,Web,0,4.62
Champions,10,22,203.84,7199,0.0008,1,Web,3701.33,5.88
At-Risk,304,2,60.63,3563,0.5409,1,Tablet,139.5,5.13
Loyal Low-Spenders,18,13,25.81,7858,0.0802,5,Web,331.79,7.7
At-Risk,258,1,64.93,5097,0.528,1,Web,62.93,4.81
Potential High-Value,58,2,303.67,21823,0.2956,21,Tablet,622.65,1.69
Window Shoppers,76,0,0,31065,0.9771,24,Mobile App,0,5.58
At-Risk,260,1,51.6,4636,0.4374,2,Web,48.01,4.29
Loyal Low-Spenders,21,16,31.47,12111,0.0085,3,Web,474.21,5.96
At-Risk,281,1,62.12,4401,0.5976,1,Web,54.66,2.33
Window Shoppers,93,0,0,35275,0.9717,24,Web,0,4.61
Champions,14,32,198.12,6144,0.0006,4,Mobile App,5992.52,3.65
Potential High-Value,69,3,319.78,25269,0.2801,13,Mobile App,1113.6,6.97
Potential High-Value,73,4,282.87,21279,0.3056,16,Mobile App,954.81,3.1
Window Shoppers,92,0,0,38494,0.9607,24,Mobile App,0,7.52
Potential High-Value,65,1,315.54,25346,0.3791,19,Mobile App,307.81,7.96
Loyal Low-Spenders,21,20,33.04,8339,0.0196,4,Tablet,615.71,6.96
Window Shoppers,80,0,0,37457,0.9278,31,Mobile App,0,2.42
Champions,6,23,240.11,7049,0.0141,6,Mobile App,5164.9,7.21
At-Risk,299,1,45.55,2368,0.3675,1,Web,42.81,8.73
Potential High-Value,55,3,299.2,21905,0.2591,15,Web,870.9,9.56
Champions,5,21,221.65,6413,0.018,1,Tablet,5155.3,2.37
At-Risk,269,2,55.42,4499,0.5112,1,Web,129,6.19
Champions,8,26,241.41,8824,0.0006,1,Mobile App,5984.06,5.94
Loyal Low-Spenders,20,13,30.66,7808,0.0129,7,Tablet,386.85,6.69
Loyal Low-Spenders,17,22,26.7,11013,0.0665,1,Mobile App,583.27,2.66
At-Risk,223,0,44.34,3747,0.5743,3,Mobile App,0,6.06
Potential High-Value,57,2,306.67,26872,0.3533,14,Mobile App,621.24,9.95
Champions,7,33,197.05,7077,0,4,Mobile App,6299.53,4.69
Champions,5,22,216.68,6219,0.0015,2,Mobile App,4266.84,
Loyal Low-Spenders,22,20,27.23,11102,0.0088,3,Mobile App,506.88,7.86
Potential High-Value,49,1,322.9,24323,0.4458,14,Mobile App,341.5,4.51
Window Shoppers,93,0,0,32926,0.9727,35,Mobile App,0,6.84
Champions,8,25,205.99,5589,0.023,2,Mobile App,4448.6,3.11
Window Shoppers,100,1,9.46,38135,0.9567,21,Mobile App,10.34,5.57
Champions,9,30,194.92,7307,0.0049,2,Web,5984.58,5.38
Window Shoppers,87,0,0,39184,0.9076,26,Web,0,2.79
Loyal Low-Spenders,20,22,26.33,7941,0.0249,1,Mobile App,599.26,5.41
Window Shoppers,83,0,0,35701,0.9425,29,Tablet,0,
Champions,3,20,200.22,7370,0.0042,4,Web,3511.96,8.43
Potential High-Value,64,2,316.42,21498,0.1963,23,Mobile App,576.55,3.21
Champions,5,25,213.2,7138,0.0209,2,Tablet,5864.34,0
Potential High-Value,69,3,327.63,23214,0.3155,21,Web,1081.49,7.04
Loyal Low-Spenders,21,13,31.25,9831,0.0009,2,Tablet,410.99,8.12
Loyal Low-Spenders,23,18,28.08,10980,0.0033,1,Mobile App,470.86,6.76
Loyal Low-Spenders,19,10,34.45,9979,0.0026,5,Web,357.6,5.55
Champions,7,23,185.2,,0.0011,1,Mobile App,3833.39,2.18
Window Shoppers,78,0,0,37991,0.9633,23,Tablet,0,5.5
Loyal Low-Spenders,20,16,33.23,10125,0.067,7,Web,526.26,4.62
Window Shoppers,84,0,0,35992,0.9806,32,Web,0,5.96
Loyal Low-Spenders,16,14,31.39,7637,0.0009,6,Mobile App,446.5,5.53
Loyal Low-Spenders,21,18,28.31,6137,0.1023,7,Mobile App,479.18,5.15
Potential High-Value,49,1,297.99,23410,0.2746,13,Tablet,337.07,5.41
Window Shoppers,98,0,0,35238,0.9216,26,Web,0,0.81
Champions,8,32,239.79,6810,0.035,2,Mobile App,8013.36,3.58
Loyal Low-Spenders,22,17,34.35,7965,0.0157,4,Web,582.44,5
Potential High-Value,62,3,307.76,21983,0.2858,10,Mobile App,833.21,6.36
Window Shoppers,76,1,11.83,35968,0.9758,24,Web,12.22,3.96
Window Shoppers,89,0,0,32343,0.9508,33,Mobile App,0,3.46
At-Risk,264,1,56,3476,0.3804,2,Mobile App,51.19,5.06
Loyal Low-Spenders,20,15,28.22,7589,,2,Web,528.27,5.98
At-Risk,280,0,41.55,4072,0.4212,1,Web,0,7.34
Loyal Low-Spenders,16,13,32.9,8580,0.0116,4,Web,411.95,5.14
Loyal Low-Spenders,21,19,31.19,9221,0.0075,3,Mobile App,508.19,5.71
Window Shoppers,78,0,0,36558,0.9825,24,Tablet,0,4.39
Loyal Low-Spenders,22,20,28.8,9268,0.037,5,Web,578.27,6.62
At-Risk,305,0,49.51,3814,0.4991,3,Web,0,8.32
Loyal Low-Spenders,21,17,33.28,9334,0.0038,5,Web,603.72,6.28
Loyal Low-Spenders,20,14,26.16,9193,0.0034,4,Mobile App,382.17,3.92
Potential High-Value,58,1,318.91,24185,0.3604,21,Mobile App,355.65,2.19
Loyal Low-Spenders,22,14,30.49,7019,0.0536,6,Web,441,6
At-Risk,236,0,54.37,4009,0.3758,1,Web,0,5.56
Window Shoppers,104,0,0,41417,,18,Web,0,3.98
Loyal Low-Spenders,22,12,29.86,8145,0.0188,5,Mobile App,362.98,3.47
Loyal Low-Spenders,25,15,30.94,9492,0.0564,1,Mobile App,423.53,2.76
Window Shoppers,81,1,8.31,37724,0.952,24,Web,8.94,6.87
Window Shoppers,78,0,0,41388,,21,Mobile App,0,5.1
Loyal Low-Spenders,15,12,31.64,9655,0.0048,5,Web,355.82,5.43
Loyal Low-Spenders,23,14,31.08,9503,0.1145,3,Mobile App,427.45,4.57
At-Risk,270,0,64.32,4590,0.5388,1,Mobile App,0,1.53
Window Shoppers,95,0,0,36494,0.9747,28,Mobile App,0,0.31
Window Shoppers,85,0,0,41573,0.9161,26,Web,0,4.48
At-Risk,291,1,44.12,4434,0.4033,0,Web,42.1,3.34
Window Shoppers,69,0,0,34754,0.9921,28,Mobile App,0,5.78
At-Risk,280,0,60.93,4334,0.3801,2,Mobile App,0,3.22
Window Shoppers,90,0,0,37606,0.9081,35,Mobile App,0,2.23
Window Shoppers,72,0,0,35277,0.9631,25,Web,0,2.01
Loyal Low-Spenders,20,16,30.9,7241,0.0321,5,Web,553.04,6.85
Champions,13,27,226.51,6662,0.0139,5,Web,7380.85,8.62
At-Risk,264,0,59.65,4040,0.2475,0,Web,0,6.98
At-Risk,268,0,34.35,4181,0.4373,1,Mobile App,0,2.73
Potential High-Value,59,3,251.72,22701,,17,Web,777.24,5.62
Loyal Low-Spenders,24,15,29.05,7085,0.0021,2,Mobile App,413.02,7.94
Loyal Low-Spenders,22,17,31.23,6756,0.0485,7,Mobile App,507.36,8.47
Loyal Low-Spenders,20,17,28.55,10593,0.0596,1,Web,540,6.33
Loyal Low-Spenders,18,19,28.92,8175,0.0246,6,Mobile App,595.08,3.07
Window Shoppers,70,0,0,37743,0.9591,24,Tablet,0,8.02
Window Shoppers,74,0,0,33402,0.9583,30,Mobile App,0,5.88
Window Shoppers,73,0,0,34234,0.8808,26,Mobile App,0,6.17
Potential High-Value,49,1,263.05,21509,0.3613,24,Mobile App,237.62,4
Loyal Low-Spenders,22,8,31.33,8940,0.0947,3,Web,281.93,4.87
Champions,3,28,186.02,7770,0.0003,3,Web,5091.7,3.98
Potential High-Value,58,4,283.31,24306,0.4465,19,Web,1004.66,2.69
Window Shoppers,72,0,0,36592,0.9611,24,Mobile App,0,5.51
Window Shoppers,77,0,0,37258,0.9406,29,Web,0,0
At-Risk,285,2,50.92,4722,0.5789,3,Web,100.32,7.25
Loyal Low-Spenders,18,17,31.37,11429,0.0414,1,Mobile App,456.09,4.79
At-Risk,329,1,42.11,4195,0.3517,0,Tablet,48.85,4.95
Champions,6,20,184.58,7821,0.0016,2,Web,3609.88,6.95
Window Shoppers,87,0,0,36999,0.9869,27,Web,0,1.96
Champions,8,16,204.79,6848,0.0111,4,Web,3425.65,4.81
At-Risk,274,3,67.44,4312,0.5733,4,Mobile App,196.46,5.8
At-Risk,310,0,49.55,4370,0.5275,2,Mobile App,0,6.88
At-Risk,322,0,63.46,3671,0.3767,0,Web,0,9
Potential High-Value,61,1,290.14,,0.3624,13,Mobile App,298.93,9.36
Potential High-Value,62,4,366.18,23282,0.2962,18,Web,1622.36,4.25
At-Risk,260,1,53.7,3521,0.4676,1,Web,58.98,4.14
Window Shoppers,80,0,0,33526,0.9526,25,Mobile App,0,5.82
Window Shoppers,99,0,0,35934,0.914,24,Web,0,6.57
Potential High-Value,62,1,285.04,25459,0.2281,22,Web,296.03,4.67
Champions,8,26,223.71,6015,0.0023,3,Web,5264.08,3.04
Window Shoppers,71,0,0,35600,0.9269,25,Tablet,0,8.31
Loyal Low-Spenders,25,13,32.36,8995,0.0509,3,Web,446.5,2.98
At-Risk,277,0,47.25,4648,0.6252,4,Web,0,0.28
Window Shoppers,79,0,0,37257,0.9761,27,Mobile App,0,3.48
Champions,7,17,188.08,6771,0.0012,3,Tablet,3218.2,7.73
Window Shoppers,77,0,0,37744,0.9187,22,Web,0,2.01
Loyal Low-Spenders,18,20,33.17,8352,0.0393,5,Web,781.83,7.07
At-Risk,255,0,53.81,3564,0.4337,1,Mobile App,0,6.31
Loyal Low-Spenders,19,14,29.5,6052,0.0266,3,Mobile App,403.02,
At-Risk,289,1,37.18,3780,0.5031,4,Web,33.16,6.54
Potential High-Value,64,2,268.97,22211,0.2786,11,Web,576.94,5.03
At-Risk,295,1,50.59,3810,0.5139,3,Web,57.32,6.01
Window Shoppers,82,0,0,37466,0.9602,36,Mobile App,0,5.51
At-Risk,299,0,38.59,3732,0.5093,0,Web,0,5.91
Champions,6,28,204.01,7063,0.0011,4,Mobile App,5316.87,4.93
Champions,8,24,212.28,6290,0.0069,4,Web,5097.77,8.07
Loyal Low-Spenders,20,15,31.64,10161,0.0026,3,Mobile App,419.64,8.21
Potential High-Value,65,2,265.17,22499,0.2664,12,Web,583.03,5.92
Window Shoppers,112,0,0,32672,0.9191,28,Tablet,0,6.45
Potential High-Value,58,2,296.22,19239,0.4272,15,Web,660.88,7.27
Loyal Low-Spenders,21,25,30.81,9428,0.0054,8,Mobile App,780.1,4.97
Loyal Low-Spenders,21,19,27.1,9688,0.0397,2,Mobile App,489.79,4.2
Loyal Low-Spenders,19,14,25.73,9894,0.006,3,Mobile App,337.75,2.95
Potential High-Value,58,3,331.52,21640,0.3187,17,Web,1025.66,3.73
Champions,5,24,192.37,8625,0.0116,2,Web,5496.83,4.92
Loyal Low-Spenders,19,14,27.24,10275,0.0186,3,Tablet,438.17,4.85
At-Risk,316,0,46.74,4065,0.6595,1,Web,0,5.82
Champions,8,26,200.33,8270,0.0077,3,Mobile App,5732.91,4.16
Champions,6,21,201.2,6816,0.0524,2,Mobile App,4214.7,1.97
Potential High-Value,53,2,267.5,26632,0.341,14,Mobile App,446.05,6.62
At-Risk,248,1,60.7,4893,0.4726,0,Mobile App,69.48,3.37
Window Shoppers,94,0,0,33863,0.9053,15,Mobile App,0,4.89
Window Shoppers,81,0,0,37907,0.9162,26,Mobile App,0,7.04
Potential High-Value,70,1,288.7,22497,0.4174,12,Mobile App,293.57,1.05
Loyal Low-Spenders,22,17,34.36,7703,0.0231,5,Mobile App,583.89,10
Potential High-Value,48,5,221.2,23244,0.3063,9,Mobile App,969.73,6.17
At-Risk,245,1,58.55,5176,0.562,1,Mobile App,49.07,8.71
Champions,9,23,227.67,8006,0.0299,1,Web,5279.19,5.02
Loyal Low-Spenders,22,19,26.51,10140,0.0015,4,Mobile App,575.53,4.95
Potential High-Value,67,2,259.58,21839,0.305,26,Mobile App,441.27,3.05
Champions,7,29,196.56,5845,0.0001,2,Mobile App,5578.97,8.38
Window Shoppers,87,0,0,33347,0.8908,17,Web,0,6.47
Champions,4,26,189.88,7574,0.036,4,Mobile App,5418.27,3.55
Potential High-Value,57,2,288.45,20951,0.3863,24,Mobile App,611.77,
Window Shoppers,62,0,0,38039,0.9618,24,Mobile App,0,3.55
Window Shoppers,92,0,0,36787,0.9647,19,Web,0,2.15
Window Shoppers,55,0,0,37023,0.9478,24,Web,0,
Champions,9,22,213.54,6593,0.0467,2,Tablet,4781.64,5.62
Window Shoppers,74,0,0,33290,0.9775,22,Web,0,3.88
At-Risk,254,0,50.53,3679,0.5672,1,Web,0,2.31
Loyal Low-Spenders,18,20,25.66,9516,,5,Web,565.35,1.94
At-Risk,270,0,58.85,4019,0.6952,3,Mobile App,0,7.31
Loyal Low-Spenders,17,15,32.79,7504,0.0087,2,Web,547.15,3.03
Loyal Low-Spenders,23,24,32.56,10294,0.0134,1,Web,775.44,2.84
Loyal Low-Spenders,19,14,30.38,9688,0.0734,2,Web,365.24,5.84
Champions,9,20,187.5,6892,0.0001,1,Mobile App,4285.89,3.42
At-Risk,283,0,50.52,4100,0.467,0,Web,0,1.75
Window Shoppers,80,0,0,35009,0.9464,14,Web,0,8.7
Window Shoppers,82,0,0,35709,0.8912,14,Mobile App,0,6.72
Loyal Low-Spenders,21,15,31.09,7281,0.0158,3,Web,431.16,1.76
Potential High-Value,65,3,320.96,22152,0.4164,17,Mobile App,1011.38,7
Loyal Low-Spenders,26,19,31.29,6272,0.0284,2,Mobile App,540.3,9.01
Loyal Low-Spenders,16,21,25.68,8596,0.0757,4,Web,498.61,1.16
At-Risk,277,3,55.9,3311,0.4416,1,Web,173.39,2.58
Loyal Low-Spenders,19,17,30.22,7720,0.022,1,Web,520.36,6.09
Loyal Low-Spenders,17,17,32.87,11160,0.0077,2,Web,516.15,3.88
Loyal Low-Spenders,19,17,28.45,10427,0.027,3,Mobile App,480.99,4.21
Window Shoppers,58,0,0,32780,0.9536,27,Mobile App,0,4.02
Potential High-Value,53,1,280.78,21100,0.2243,20,Web,295.61,2.67
Loyal Low-Spenders,22,19,30.83,10543,0.0084,5,Web,572.14,5.61
Loyal Low-Spenders,23,22,27.91,9164,,3,Web,578.01,0.66
Window Shoppers,68,0,0,35215,0.9528,41,Tablet,0,6.81
At-Risk,282,0,58.03,3636,0.7173,2,Web,0,4.1
Window Shoppers,70,1,9.43,,0.9604,25,Web,7.72,3.79
At-Risk,255,1,57.83,5663,0.3179,1,Mobile App,59.01,4.6
Potential High-Value,64,4,267.29,22222,0.2216,14,Web,1076.92,6.31
Loyal Low-Spenders,19,20,29.54,12053,0.0075,5,Web,588.59,9.56
At-Risk,239,0,60.56,4655,0.5761,0,Mobile App,0,4.07
Window Shoppers,90,0,0,39980,0.9573,33,Mobile App,0,3.54
Loyal Low-Spenders,21,12,28.59,10746,0.0364,9,Web,361.5,4.37
Potential High-Value,59,2,307.95,19522,0.2389,18,Mobile App,618.28,
Window Shoppers,90,0,0,39125,0.9505,25,Web,0,2.72
At-Risk,260,1,43.24,4354,0.5463,2,Mobile App,43.39,5.88
Window Shoppers,97,0,0,35830,0.942,23,Web,0,7.9
Potential High-Value,49,4,275.98,19691,0.2642,20,Web,994.81,8.07
Loyal Low-Spenders,18,15,26.93,6472,0.0902,7,Web,330.32,4.89
Champions,8,39,208.18,7155,,2,Web,7547.61,6.34
Window Shoppers,123,0,0,41252,0.9678,23,Mobile App,0,
Window Shoppers,83,0,0,31777,0.9925,34,Web,0,9.1
Window Shoppers,77,0,0,31312,0.9381,21,Web,0,4.64
Loyal Low-Spenders,23,15,34.5,9826,0.0009,4,Web,584.32,4.61
At-Risk,271,1,55.08,4812,0.5431,0,Web,57.06,8.21
Window Shoppers,97,0,0,37223,0.9545,20,Mobile App,0,4.38
Champions,8,23,185.88,8479,0.0028,7,Mobile App,4436.71,7.32
Champions,9,17,235.95,7366,0.0301,1,Mobile App,4123.77,3.54
At-Risk,291,0,55.3,3402,,2,Web,0,5.3
Window Shoppers,86,0,0,35926,0.9646,27,Mobile App,0,5.48
At-Risk,250,0,49.98,3967,0.4583,1,Tablet,0,0.61
Loyal Low-Spenders,20,14,28.6,9414,0.005,4,Mobile App,449.56,5.39
Loyal Low-Spenders,27,18,30.57,8151,0.0077,4,Web,508.58,0.54
Potential High-Value,53,1,278.67,24295,0.3156,16,Web,326.54,3.15
Potential High-Value,59,3,295.84,20189,0.2445,17,Mobile App,967.52,7.12
Champions,6,21,217.46,8169,0.0007,3,Mobile App,4039.83,7.46
Loyal Low-Spenders,18,22,30.33,10218,0.004,4,Mobile App,651.94,7.32
Window Shoppers,81,0,0,34376,0.9488,21,Web,0,4.02
Window Shoppers,89,0,0,38760,0.9729,27,Mobile App,0,4.33
Loyal Low-Spenders,22,17,34.38,10289,0.0081,2,Web,589.04,6.48
Champions,4,21,231.77,8658,,1,Web,5305.35,6.59
Window Shoppers,63,0,0,36792,0.9222,32,Web,0,4.52
Loyal Low-Spenders,19,18,31.05,8656,0.0037,4,Web,458.71,4.87
Champions,6,26,230.72,7219,0.0002,3,Web,5642.4,4.88
Loyal Low-Spenders,16,21,30.51,9190,0.0166,4,Mobile App,631.77,6.76
At-Risk,220,0,65.88,5943,0.6284,2,Mobile App,0,3.91
